student_id,year,max_credit,min_credit,total_credit_earned
124735,2,12,4,44
123646,3,12,4,76
124620,1,12,4,32
123735,1,12,4,4
124981,3,12,4,68
125057,2,12,4,60
123979,0,12,4,0
124270,3,12,4,76
124497,4,12,4,116
123712,1,12,4,32
123820,3,12,4,76
123497,3,12,4,72
123247,2,12,4,40
123842,2,12,4,52
123600,4,12,4,112
125106,2,12,4,36
123598,3,12,4,88
123435,3,12,4,76
125027,2,12,4,36
123328,1,12,4,12
124849,2,12,4,44
125138,3,12,4,92
124642,1,12,4,4
124852,4,12,4,100
123650,3,12,4,88
124117,1,12,4,12
123879,3,12,4,72
123494,3,12,4,96
123441,2,12,4,36
124175,3,12,4,80
123772,4,12,4,112
124204,3,12,4,68
124988,4,12,4,108
125094,4,12,4,120
125055,4,12,4,100
123925,1,12,4,28
123383,1,12,4,20
124737,4,12,4,104
125154,2,12,4,40
124222,1,12,4,24
123618,1,12,4,20
124396,1,12,4,24
123648,3,12,4,76
123554,1,12,4,28
124364,4,12,4,108
124425,3,12,4,88
125059,2,12,4,40
124427,2,12,4,40
124156,2,12,4,40
124600,0,12,4,0
124257,0,12,4,0
123191,0,12,4,0
123703,1,12,4,12
124668,1,12,4,16
123467,2,12,4,64
124510,2,12,4,48
123621,1,12,4,12
123246,2,12,4,64
123641,2,12,4,64
123749,4,12,4,112
124974,1,12,4,28
123664,2,12,4,60
124184,3,12,4,84
124783,2,12,4,56
124060,3,12,4,80
125239,1,12,4,32
123635,2,12,4,48
123715,2,12,4,52
124857,1,12,4,8
124562,3,12,4,92
124401,4,12,4,116
125083,2,12,4,56
124174,3,12,4,84
124172,4,12,4,104
124416,3,12,4,76
123654,2,12,4,56
123847,2,12,4,60
125058,4,12,4,108
124393,3,12,4,92
124551,2,12,4,60
123762,2,12,4,60
123437,1,12,4,20
123568,2,12,4,44
125112,3,12,4,92
125028,3,12,4,96
125130,4,12,4,108
124999,0,12,4,0
124673,1,12,4,8
124786,2,12,4,52
124139,1,12,4,20
125217,4,12,4,120
123623,4,12,4,120
124663,2,12,4,64
124422,3,12,4,72
124705,4,12,4,112
124363,1,12,4,24
124680,3,12,4,96
123631,4,12,4,116
123894,1,12,4,8
124112,4,12,4,112
124529,1,12,4,20
124794,3,12,4,84
124180,3,12,4,84
125243,3,12,4,84
123345,1,12,4,32
123490,3,12,4,84
124598,4,12,4,112
124332,3,12,4,96
123944,2,12,4,56
123335,1,12,4,4
124564,1,12,4,20
123926,4,12,4,116
124220,4,12,4,104
124058,3,12,4,92
124875,1,12,4,16
124336,2,12,4,60
124042,3,12,4,76
123655,2,12,4,44
123280,2,12,4,64
123250,4,12,4,116
124887,2,12,4,44
123277,2,12,4,52
123957,3,12,4,68
123217,4,12,4,100
124877,4,12,4,112
123578,2,12,4,56
123808,3,12,4,72
123603,1,12,4,24
124388,4,12,4,104
123132,0,12,4,0
124091,1,12,4,20
125158,3,12,4,88
